timestamp,value
2026-03-15T08:00:00Z,0.797
2026-03-15T07:45:00Z,0.796
2026-03-15T07:30:00Z,0.796
2026-03-15T07:15:00Z,0.797
2026-03-15T07:00:00Z,0.799
2026-03-15T06:45:00Z,0.799
2026-03-15T06:30:00Z,0.799
2026-03-15T06:15:00Z,0.801
2026-03-15T06:00:00Z,0.802
2026-03-15T05:45:00Z,0.801
2026-03-15T05:30:00Z,0.802
2026-03-15T05:15:00Z,0.801
2026-03-15T05:00:00Z,0.806
2026-03-15T04:45:00Z,0.804
2026-03-15T04:30:00Z,0.808
2026-03-15T04:15:00Z,0.805
2026-03-15T04:00:00Z,0.808
2026-03-15T03:45:00Z,0.808
2026-03-15T03:30:00Z,0.809
2026-03-15T03:15:00Z,0.81
2026-03-15T03:00:00Z,0.81
2026-03-15T02:45:00Z,0.811
2026-03-15T02:30:00Z,0.812
2026-03-15T02:15:00Z,0.813
2026-03-15T02:00:00Z,0.814
2026-03-15T01:45:00Z,0.813
2026-03-15T01:30:00Z,0.816
2026-03-15T01:15:00Z,0.816
2026-03-15T01:00:00Z,0.814
2026-03-15T00:45:00Z,0.82
2026-03-15T00:30:00Z,0.819
2026-03-15T00:15:00Z,0.821
2026-03-15T00:00:00Z,0.821
2026-03-14T23:45:00Z,0.82
2026-03-14T23:30:00Z,0.822
2026-03-14T23:15:00Z,0.822
2026-03-14T23:00:00Z,0.825
2026-03-14T22:45:00Z,0.827
2026-03-14T22:30:00Z,0.827
2026-03-14T22:15:00Z,0.829
2026-03-14T22:00:00Z,0.828
2026-03-14T21:45:00Z,0.83
2026-03-14T21:30:00Z,0.832
2026-03-14T21:15:00Z,0.834
2026-03-14T21:00:00Z,0.834
2026-03-14T20:45:00Z,0.834
2026-03-14T20:30:00Z,0.838
2026-03-14T20:15:00Z,0.838
2026-03-14T20:00:00Z,0.838
2026-03-14T19:45:00Z,0.84
2026-03-14T19:30:00Z,0.84
2026-03-14T19:15:00Z,0.842
2026-03-14T19:00:00Z,0.843
2026-03-14T18:45:00Z,0.844
2026-03-14T18:30:00Z,0.845
2026-03-14T18:15:00Z,0.845
2026-03-14T18:00:00Z,0.849
2026-03-14T17:45:00Z,0.849
